hour,activity,gender
1,31.667558715761597,female
2,43.8397435897436,female
3,45.353676290843914,female
4,40.096903543832006,female
5,30.356546847057057,female
6,33.417442290724246,female
7,34.8875555515878,female
8,28.679960060130124,female
9,30.997435897435896,female
10,23.164102564102564,female
11,21.324078620612323,female
12,11.651188600033167,female
13,7.367948717948717,female
14,12.007692307692308,female
15,16.05696927451588,female
16,11.643589743589741,female
17,4.65897435897436,female
18,8.308974358974357,female
19,7.897522034898576,female
20,8.907692307692306,female
21,7.642307692307692,female
22,8.229487179487181,female
23,12.814102564102562,female
24,17.991025641025644,female
1,36.19230769230769,male
2,53.0234593971289,male
3,51.16012178113029,male
4,46.33967627518053,male
5,43.723076923076924,male
6,45.92278079250492,male
7,43.92390918574394,male
8,43.99622423513564,male
9,33.27903739087214,male
10,30.988461538461536,male
11,22.100339213817467,male
12,23.47820512820513,male
13,16.3033531049966,male
14,11.160256410256409,male
15,18.744424763171477,male
16,8.006410256410255,male
17,9.043589743589742,male
18,12.364102564102565,male
19,10.02775809650481,male
20,24.001506826738858,male
21,19.960256410256413,male
22,19.124358974358977,male
23,12.484615384615385,male
24,21.576923076923077,male
