hour,activity,gender
1,28.729573316949857,female
2,47.61158705285878,female
3,46.121944280513205,female
4,44.75369450152779,female
5,37.01031236772585,female
6,36.00384615384615,female
7,38.798717948717936,female
8,30.298624497469063,female
9,23.09291534741666,female
10,17.370512820512822,female
11,15.156410256410258,female
12,12.406410256410254,female
13,5.819230769230769,female
14,12.724358974358974,female
15,8.36153846153846,female
16,8.77444511182165,female
17,14.399999999999999,female
18,11.423076923076923,female
19,8.641726747383494,female
20,6.133333333333334,female
21,10.794871794871796,female
22,10.53076923076923,female
23,10.644871794871793,female
24,18.642307692307693,female
1,30.8302887709585,male
2,54.74871794871795,male
3,43.784615384615385,male
4,40.3663887839756,male
5,39.8025641025641,male
6,32.588622090927196,male
7,41.3318481177146,male
8,39.144391335061066,male
9,38.06462260232696,male
10,30.14729695609037,male
11,25.283333333333335,male
12,18.457692307692305,male
13,9.314102564102564,male
14,8.74102564102564,male
15,12.849506951150449,male
16,8.594871794871795,male
17,12.250000000000002,male
18,7.75,male
19,5.687179487179487,male
20,5.796153846153847,male
21,11.816666666666666,male
22,9.78846153846154,male
23,16.443030215222173,male
24,15.069230769230769,male
