hour,activity,gender
1,28.807692307692307,female
2,46.895621492549964,female
3,46.01900847950761,female
4,44.11025641025641,female
5,39.37873858271319,female
6,27.769230769230774,female
7,34.65384615384615,female
8,35.562239567896306,female
9,27.710256410256417,female
10,21.843589743589742,female
11,22.43846153846154,female
12,8.723076923076924,female
13,9.185897435897436,female
14,15.078205128205129,female
15,11.026923076923076,female
16,8.4164204417137,female
17,6.36025641025641,female
18,7.485897435897437,female
19,11.158974358974358,female
20,8.012820512820513,female
21,8.532099873371592,female
22,9.361538461538462,female
23,12.747435897435897,female
24,15.793589743589743,female
1,25.6818481177146,male
2,52.80512820512821,male
3,49.72564102564103,male
4,40.48299122765112,male
5,37.90116530827366,male
6,47.29574751748048,male
7,35.54560857613495,male
8,37.66234005300978,male
9,33.14102564102564,male
10,30.638322597116005,male
11,27.169417930272573,male
12,14.228205128205126,male
13,13.71794871794872,male
14,8.657692307692308,male
15,9.721794871794872,male
16,9.701282051282051,male
17,9.334615384615384,male
18,13.367948717948718,male
19,12.771794871794874,male
20,20.055128205128206,male
21,12.3525641025641,male
22,16.50897435897436,male
23,12.507692307692308,male
24,19.93974358974359,male
