hour,activity,gender
1,25.90399556256449,female
2,45.369365498013764,female
3,42.654175561762514,female
4,41.71538461538462,female
5,42.46693586349977,female
6,45.89110619878766,female
7,49.611353822028235,female
8,50.64006142850556,female
9,46.541801265083215,female
10,38.76481998709066,female
11,30.902713511282435,female
12,16.927456531431144,female
13,15.054621777903728,female
14,10.429487179487179,female
15,7.629487179487179,female
16,10.675641025641026,female
17,8.387179487179488,female
18,2.9359835733601134,female
19,4.897435897435897,female
20,7.551282051282052,female
21,6.369230769230769,female
22,10.858974358974361,female
23,7.125641025641026,female
24,19.20906049643704,female
1,24.197559993215744,male
2,50.33164495337792,male
3,47.35769230769232,male
4,36.9628205128205,male
5,31.314102564102566,male
6,43.364102564102566,male
7,39.17820512820512,male
8,35.540636915897075,male
9,40.57692307692309,male
10,32.18924828436717,male
11,23.336732455479172,male
12,18.80554674085079,male
13,9.201282051282051,male
14,6.2974358974358955,male
15,16.02051282051282,male
16,9.243589743589743,male
17,14.260256410256412,male
18,32.99225818601406,male
19,34.962820512820514,male
20,23.873076923076926,male
21,9.083304837355598,male
22,14.823325114636608,male
23,18.717948717948715,male
24,10.855128205128207,male
