hour,activity,gender
1,30.33726562464216,female
2,48.437948487868574,female
3,42.69642341630583,female
4,42.161926898986245,female
5,38.60655966512859,female
6,35.55903031644381,female
7,33.1281303852666,female
8,26.301754931925004,female
9,29.246380501843834,female
10,17.215384615384618,female
11,22.565291164135733,female
12,16.667481461704295,female
13,7.335897435897436,female
14,10.773076923076921,female
15,12.206069634353359,female
16,9.7,female
17,5.362281117933725,female
18,8.108974358974361,female
19,14.980769230769234,female
20,14.985897435897439,female
21,13.48974358974359,female
22,9.258728134021394,female
23,12.623076923076923,female
24,18.12055435453157,female
1,23.326719912586398,male
2,46.073076923076925,male
3,37.156410256410254,male
4,33.815384615384616,male
5,37.30769230769231,male
6,32.1611497364099,male
7,33.46909182788524,male
8,37.90128205128205,male
9,36.639801159068185,male
10,29.67293798173139,male
11,20.04537639589671,male
12,23.835508710768867,male
13,15.264028050975595,male
14,7.98076923076923,male
15,17.00089332615348,male
16,13.398329223589382,male
17,17.433333333333334,male
18,6.05128205128205,male
19,9.435872427571207,male
20,8.153846153846155,male
21,13.912820512820513,male
22,11.405917207560707,male
23,16.70641025641026,male
24,17.878205128205128,male
